label,text,predicted_class
0,politico downgrade america declares germany open border angela merkel leader free world anti american headline,Fake
1,china party spokesman say anti graft fight always road,True
1,putin critic navalny detained police pre election rally,True
1,trump visit florida thursday wake hurricane white house,True
1,german minister threatens action eu state refugee,True
0,black radio host democrat owned black since civil right act trump white savior black america,Fake
1,saudi led force admits strike yemen capital hit civilian,True
1,vietnam find misconduct city host apec summit,True
0,lol golden state warrior win nba title former sport network espn obsesses whether visit white house video,Fake
1,taliban shut clinic southern afghan province official say,True
0,michelle obama beyonce cop hating super bowl performance video,Fake
1,germany merkel say urgently need sanction versus north korea,True
0,mi election recount nightmare write vote bernie detroit counted vote hillary,Fake
0,ouch new email show hillary want fly plane michelle obama,Fake
0,liberal head explode pier morgan point phony racist charge trump v muhammad ali actual racist history video,Fake
1,thousand protest barcelona catalan independence,True
0,episode 159 sunday wire tick tock usa guest dr marcus papadopoulos,Fake
1,german rustbelt merkel challenger social justice pitch fall flat,True
1,china call side avoid provocation korean peninsula,True
1,china pledge new funding brics group opposes protectionism,True
0,wow loose cannon hillary leaked major nuclear secret world final debate video,Fake
0,unreal group six year old thug kid curse attack subway rider video,Fake
0,hillary clinton rape enabler kind monster video,Fake
1,bomb blast southeast turkey kill four soldier wound four governor,True
0,france refugee pay another refugee rape worker pay back,Fake
0,tax dollar provide asst professor captive audience required listen religious right worship hole god white supremacist jesus,Fake
0,love first leak former baywatch star pamela anderson becomes regular visitor wikileaks founder julian assange think quite sexy,Fake
0,gingrich trump repeal 60 70 obama executive order,Fake
1,bolivian protest morale new bid extend term limit,True
0,breaking violent hillary thug beat man holding bill clinton rapist sign hillary rally video,Fake
1,uk may meet bill clinton discus northern ireland crisis,True
1,brazil psd party float meirelles 2018 presidential bid,True
0,flashback bill clinton sexual relation woman video,Fake
1,czech foreign minister lightly injured car accident ministry,True
0,austria conservative want school make sufficient german compulsory,Fake
0,trump put illegal alien,Fake
1,japan pm abe considers snap election early october source,True
1,refugee health problem greece mostly unmet medical charity,True
1,tillerson north korea enemy u seek dialogue,True
0,boiler room ep 125 live swamp train funksoul,Fake
0,ivanka trying convince father break one key campaign promise,Fake
0,cnn reporter embarrasses idiotic response former face nation host praise trump saudi arabia speech video,Fake
0,extraordinary detail emerge senator john mccain got dirty dossier president trump ex spy medium outrage,Fake
1,hilarious ad call question health aging clinton crime family boss,True
1,norway foreign minister becomes president world economic forum,True
0,champion foreign worker hillary get standing ovation india way legislate outsourcing video,Fake
0,ep 10 patrick henningsen live inside esoteric hollywood guest jay dyer,Fake
1,arizona rancher protesting oregon targeted cps,True
1,lawyer detained myanmar journalist denied access bangladesh,True
1,merkel conduct brexit talk minimize damage germany,True
0,oops mainstream medium show video london citizen yell donald trump,Fake
1,activist urge apple drop apps play philippine drug war,True
0,whoa black woman fed black racist nail many black people voted barack obama simply black black god failed video,Fake
0,watch trey gowdy crush lying medium benghazi report press conference video,Fake
0,kidding obama education department want school celebrate undocumented immigrant awareness day,Fake
0,u knew indonesian anti communist massacre unfolded,Fake
0,facebook decides branded fake news,Fake
0,tucker carlson asks hypocrite maxine water affords 4 3 million mansion 40 yr congress,Fake
1,rescued canadian u couple reunited family receiving medical attention,True
1,myanmar army battle rohingya insurgent thousand flee,True
1,north korea say continue nuclear test ria,True
0,ned ryun white house leak whistleblowing weaponizing classified info undermine duly elected president video,Fake
1,russian nuclear bomber fly near north korea rare show force,True
0,breaking video released angry leftist mob attacking home chicago lawmaker rock,Fake
1,colombian president confirms bilateral ceasefire eln rebel,True
1,australia send troop help philippine fight islamist militant,True
1,talk seek secure islamic state withdrawal raqqa local official,True
0,irma wreaks absolute devastation caribbean isle barbuda,Fake
1,exclusive new data show race disparity canada bail system,True
1,uk minister gove say hope may remain prime minister,True
1,taiwan activist tried subversion china open hearing,True
1,trump spring neocon trap north korea test act war,True
1,india china agree end border standoff,True
0,tragic jobless american forced train foreign replacement speak skill cost video,Fake
1,u n call iran resolve prisoner hunger strike,True
0,fbi release oregon video footage depicting death robert lavoy finicum question remain,Fake
1,jimmy carter korean want peace treaty replace 1953 ceasefire,True
0,obamacare dog might better healthcare,Fake
1,turkey seek isolate syria idlib jihadist opposing truce,True
0,radical interim missou prez exposed political activist forced predecessor video show coordination rich black starving student,Fake
0,baltimore burn maryland governor brings national guard declares state emergency,Fake
1,london angel station reopens suspect package scare,True
0,brother seth rich work cyber security firm reportedly blocked family private investigator determining seth wikileaks source refused let investigator see seth computer already checked worry,Fake
1,qatar enacts law protect foreign domestic worker,True
1,guatemala congress withdraws bill cut anti graft penalty,True
0,msnbc chris matthew defends va shooter understand inequality video,Fake
0,oops nasa make shocking claim burning fossil fuel cool planet,Fake
1,journalist cnn brian stelter manages clinton health cover,True
1,islamic state attack kill least 50 east syria kurdish red crescent,True
0,medium silent hillary cackle key role muslim invasion europe video,Fake
0,oscar disaster wrong best picture announced night boring political speech death award show near hope video,Fake
1,saudi woman rejoice end driving ban long backed cleric,True
0,breaking news watch violent antifa coward attack,Fake
0,sex object hillary jennifer lopez shake stage thong crooked hillary make stuff video,Fake
0,radical director sierra club abortion key sustainable population video,Fake
0,hey cnn remember obama notorious friday night news dump refused interrupt golf martha vineyard assess historic louisiana flood,Fake
0,father armed thug killed milwaukee cop speaks blame white,Fake
1,immigrant central florida nervous seeking shelter,True
0,anti trump anarchist explains hate capitalism prof clueless moron video,Fake
1,putin say trump respected,True
0,hollyweird lib susan sarandon compare muslim refugee jesus family,Fake
0,halloween fireside book suspense vol 2 boiler room ep 133,Fake
0,conservative fox news houston host fired saying think obama race war facebook,Fake
0,breaking somalian man take hostage shot fired walmart located texas city overrun middle eastern refugee update suspect shot killed video,Fake
1,defiant kurd shrug risk trade war independence vote,True
1,uk employer already edge labour worry may tinkering,True
1,portuguese ex pm socrates indicted corruption charge,True
0,breaking watch two protester crash trump assassination play nyc liberal hate kill video,Fake
0,nbc put viewer misery cancel disastrous megyn kelly show,Fake
1,u bomber fly north korea coast show force,True
0,perfect president trump laughing hysterically hilarious new video featuring cnn logo jim carrey liar liar movie,Fake
0,obama condemns trump say u blessed muslim community,Fake
1,thailand buddhism chief removed pressure religious group,True
1,new zealand likely announce new government end week,True
0,trump,Fake
0,u wi student sell hateful hoodies white people racist message promoting violence cop,Fake
0,sunday screening war democracy 2007,Fake
0,florida couple spot man death america sign take matter hand video,Fake
0,black female rapper endorses trump black folk voting democrat last 70 year shit show hillary treat u like pet,Fake
1,one person killed car bomb attack somalia capital,True
1,japanese pm abe say election distract tackling north korea,True
1,venezuela maduro seek debt negotiation u sanction,True
0,boiler room ep 49 real brussels,Fake
0,breaking muslim terrorist strike two popular luxury beach resort killing 14,Fake
0,pro abortion activist speaks student catholic school,Fake
1,hamas asks abbas lift gaza sanction disbanding shadow government,True
0,meet classy f ck police,Fake
1,storm maria pitch puerto rico barrio sunken venice,True
0,irma make landfall cudjoe key lower florida key,Fake
1,factbox country expelled north korean ambassador nuclear test,True
0,truth hillary candidate travel full time physician,Fake
1,china xi urge france help restart talk north korea,True
0,hey hillary going blame 18 city pennsylvania higher lead level flint,Fake
0,danish inventor murder video computer prosecutor,Fake
1,mattis seek indian role afghanistan vow fight militant shelter,True
0,new book lib writer radio host send shock wave democrat party,Fake
0,trump advisor warning syria saved life video,Fake
1,russian submarine fire cruise missile islamic state syria,True
1,president men china politburo line measure xi power,True
1,manchester concert venue shattered bomb attack reopen,True
0,breaking paris terrorist syrian refugee arrived greece last month,Fake
1,turkey erdogan iraq abadi discus iraqi kurdish referendum,True
0,hillary clinton neocon war hawk waiting,Fake
1,official candidate seen ahead buenos aire senate race poll,True
0,catholic bishop outraged hillary anti catholic bigotry hillary scheming,Fake
1,without evidence,True
0,britain prince william wife kate expecting third child,Fake
0,lol one picture sum trump brutal smackdown mainstream medium today press conference,Fake
0,episode 4 drive wire dc rabbit hole patrick shawn,Fake
1,togo opposition call president quit protest mount,True
0,shocking attack high school girl brutally beaten supporting trump video,Fake
0,sunday screening air america cia secret airline 2000,Fake
1,shift merkel back end eu turkey membership talk,True
0,caught fbi arrest man poisoning produce local grocery store video,Fake
0,communist student threaten student trump event video much longer american allow violent left shut free speech,Fake
1,brazil prosecutor charge member temer party criminal organization,True
1,erdogan critic held spain return germany denouncing despotism,True
0,boom ted cruz conduct hearing today focusing muslim brotherhood,Fake
1,north korea u tension mexico business diplomat,True
0,trump girl give shout crooked hillary bring house justice department want indict american people indict video,Fake
1,japan pm abe say decide timing election return u n trip,True
1,georgia judge suspended comparing attack u monument isi action,True
1,nz prime minister elect ardern focus final touch coalition deal nz dollar sink,True
1,swiss police say knife wielding asylum seeker killed officer,True
1,child teenager among wounded rohingya crammed bangladesh hospital,True
1,former venezuelan prosecutor meet mexican attorney general,True
0,hyundai motor kia temporarily shut u plant due irma,Fake
0,episode 120 sunday wire crisis liberty guest jason casella kim upton,Fake
0,debbie wasserman schultz accuses obama dhs director jeh johnson lying oath video,Fake
1,hindu fleeing myanmar violence hope shelter modi india,True
1,suu kyi silence myanmar ethnic cleansing charge draw cool response,True
1,digital tyranny google facebook automated censorship program hope speak chinese,True
1,liberian vote bolster peaceful democracy presidential poll,True
0,greece see need precautionary credit line exit bailout,Fake
1,stanchart closed account linked south africa gupta family 2014,True
0,episode 154 sunday wire pro war left guest jean bricmont,Fake
0,minnesota mob somali rage upscale neighborhood threatening kidnap rape homeowner video,Fake
0,medium tripwire ping pong pizza conspiracy propels internet censorship amid fake news witch hunt,Fake
1,malta based charity group suspends mediterranean migrant rescue,True
1,moldovan president veto participation nato country exercise,True
1,germany france float new sanction north korea nuclear test,True
1,cloaked order really behind new authority cia drone strike,True
0,black felon brutally beat girlfriend,Fake
0,breaking mi court appeal order vote recount stop jill stein democrat activist attorney say count must go,Fake
0,germany crisis escalates muslim migrant masturbating pool,Fake
0,boycott goldman sachs us union thug tactic top employee prop wallstreethillary video,Fake
0,breaking news trump chief strategist,Fake
1,bangladesh want safe zone ease rohingya crisis seen unlikely,True
1,uk transport police leading investigation london incident counter terrorism police aware,True
0,delusional democrat al green draw document impeachment video,Fake
1,malaysia arrest seven suspected involvement abu sayyaf militant group,True
1,czech election website hacked vote unaffected statistic office,True
1,president woman duterte fiercest critic surly political heir,True
0,four dead landslide malaysia construction site victim search continue,Fake
1,new wave cyber attack hit russia nation,True
0,watch assad destroys u reporter michael isikoff interview,Fake
0,busted hillary medium cheerleader caught hiding truth corrupt candidate ever live interview video,Fake
1,irma severely damage cuban sugar industry crop state medium,True
0,c bar owner seth rich last seen drop bombshell employee bar questioned dc police never asked surveillance tape video,Fake
1,russia say kill 7 nusra front field commander syria air strike,True
1,iraq asks u n help build new nuclear power reactor,True
1,scooter fire western paris trigger jordan explosion scare,True
0,ben affleck drunk watch hollywood leftist go way defend islam go ballistic,Fake
1,ukraine drop tax probe finance minister finance ministry,True
0,disney espn punishes trump free speech time america punished disney putting leftist agenda free speech,Fake
1,saudi prince lecture america democracy,True
0,breaking new wikileaks email confidential auditor report state clinton foundation engaging illegal conduct,Fake
0,trump attack hillary world class liar,Fake
0,smithsonian museum planning make hero third rate qb,Fake
0,mainstream medium show new white house communication director anthony scaramucci explains called trump hack video,Fake
0,comedy gold detroit news willy dump tire wrong spot video,Fake
0,black life matter activist obama invited white house charged pimping teenage girl blame conservative troll,Fake
1,u house republican mccarthy want fix iran nuclear deal,True
0,fox legal expert susan rice committed 3 crime better get good criminal defense attorney video,Fake
1,venezuelan leader blast rajoy mock trump,True
1,turkish army expands deployment syria northwest rebel,True
0,preschool kid learn sex marriage anti bias class coming way video,Fake
1,u considering wider iran threat part policy nuclear deal tillerson,True
0,rare interview white house secretary bill clinton affair thousand woman monica lewinsky alive today choice made,Fake
0,obama finally admits plan libya regime change,Fake
1,iran reject u demand u n visit military site,True
0,workplace microaggression isi yell alluha akbar accidentally blowing video,Fake
1,146000 rohingya fled myanmar violence bangladesh,True
0,new black panther leader trump right asks black examine relationship democrat party democrat pimp u black like prostitute video,Fake
1,china say foreign firm welcome benefit internal communist party cell,True
1,australian pm say first refugee resettled u swap deal,True
0,france topless trump topless marine le pen dragged away polling place,Fake
0,hero praised medium fighting faisal mohammad medium crucified ben carson suggesting video,Fake
0,detective seth rich murder mystery drop shocking news video,Fake
1,bangladesh warns myanmar border amid refugee crisis,True
1,austria social democrat urge facebook unmask people behind smear campaign,True
0,international company luring refugee illegals america buy meat,Fake
0,afghan interpreter u murdered taliban waiting 4 yr promised visa video,Fake
1,maltese journalist son say murdered exposing corruption,True
1,havana braced flood hurricane irma rake cuban key,True
0,two new jersey mom attacked community exposing islamic indoctrination middle school thomas law center step defend video,Fake
1,u envoy turkey say duration visa service suspension depends talk,True
1,trump win supreme court rule travel ban unanimous decision video,True
1,spain push eu adopt restrictive measure venezuela,True
1,israel peace talk palestinian government reliant hamas,True
0,white back democrat prove obsession race one ridiculous photo,Fake
1,ctbto looking unusual seismic activity north korea,True
0,powerful became police officer watching twin tower fall 9 11 today,Fake
1,eu worker drift britain restaurateur need,True
1,rome erdogan thug rough press,True
1,court case travel ban executive order,True
1,egged eu summit venue switched noxious fume,True
0,unhinged clinton supporter knock elderly man ground try stop burning u flag video,Fake
1,cambodian pm threatens opposition party dissolved,True
1,eu tusk proposes opening internal preparation next phase brexit talk,True
1,japan struggling opposition democrat pick ex foreign minister maehara leader,True
1,fire destroys landmark hotel myanmar largest city kill one,True
1,political storm indonesia president face economic cloud,True
0,iron fisted social engineering c threatens fine anyone improperly address transgenders,Fake
0,dinesh souza since lincoln,Fake
0,genealogy trump u turn palestine,Fake
1,spooked catalonia eu rally behind madrid warily,True
1,russia unveils monument designer iconic ak 47 rifle,True
0,conservative author destroys hypocrisy,Fake
0,stone faced anderson cooper get schooled trump deputy assistant fake news know want salacious,Fake
1,russian japanese leader decisively condemn north korean test,True
0,wife vanished british lord heart murder mystery found dead,Fake
0,sore loser,Fake
1,brazil new top prosecutor reshuffle car wash investigation team,True
0,lol prince country gave hillary 50 million begs american vote trump,Fake
1,uk johnson opposes adopting new eu rule brexit transition,True
0,disturbing truth un decides muslim refugee new neighbor video,Fake
1,tanzania close third newspaper since june part medium crackdown,True
1,singapore pm lee say ready step couple year successor picked yet,True
1,china say one step forward two step back good japan tie,True
0,lol leftist ca congresswoman tonight debate debate moderator need help hillary medium enough video,Fake
1,talk belgium offer spain relationship advice,True
1,polish ruling party president say closer strike deal court reform,True
1,merkel hang power bleeds support surging far right,True
1,number new refugee myanmar bangladesh 480000 agency,True
1,bespoke brexit transition mean status quo barnier,True
0,communist filmmaker michael moore recruit leftist attempt harm trump,Fake
1,trump japan abe agree keep pressure north korea,True
0,msnbc mika attack melania trump furious melania issue immediate response,Fake
1,report mexican attorney general ferrari drive corruption debate,True
1,samsung scion fight back legal appeal begin,True
1,indonesia prepares divert bali bound flight case volcanic eruption,True
1,russia putin call gradual reform u n,True
0,sunday wire replay live show air maintenance,Fake
1,eu raise pressure poland democracy concern source,True
0,bombshell woman threatened hillary ready come forward sexual assault accusation perverted husband video,Fake
1,exclusive ex bernie delegate reveals fled democratic party green,True
1,philippine president see biggest rating dip popularity intact,True
1,china say hope iran nuclear deal stay intact amid trump criticism,True
0,breaking wikileaks email release expose two faced hillary admitting need private public position policy,Fake
1,ex georgian leader risk extradition return ukraine,True
1,caribbean resident fend looter irma branson urge marshall plan,True
0,baton rouge cop killer inspirational youtube channel,Fake
0,believe poll massive silent majority avoid violence,Fake
1,u still seeking explanation arrest staff turkey ambassador,True
1,turkey say northern iraqi referendum issue national security,True
1,first turkish military convoy enters syria idlib,True
1,unesco selects france azoulay new chief,True
0,watch google manipulate search hillary clinton favorable result video,Fake
0,sick democrat organizer,Fake
1,romania say britain positive brexit talk eu,True
0,watch dirty harry reid lie romney tax win,Fake
0,wow dennis miller nail gop chipotle making customer sick video,Fake
1,egypt say suspended u military exercise resume,True
1,north korea fuel price soar u n sanction capping supply,True
0,former navy seal harvard grad body slam fakenews cnn host video,Fake
1,opposition magistrate holed chile residence flee venezuela source,True
1,london angel underground station closed due security alert,True
1,austrian election test conservative star stealing far right thunder,True
1,kremlin critic navalny jailed third time year,True
0,agitprop machine u create fake al qaeda isi video,Fake
0,2006 child molester ad bernie sander want voter see,Fake
0,tomi lahren rant anti trump rioter go viral bunch sore loser gathered together protest,Fake
1,china expels former justice minister party graft,True
0,trump wag dog moment,Fake
0,mostly white group boston college student sing christmas carol racism walking white man wonderland,Fake
0,good news silver 2017,Fake
0,nyc mayor de blasio putting illegal alien safety american okay protect illegal alien drunk driver video,Fake
0,angry black milwaukee resident set city fire armed black man killed police black people milwaukee tired tired living oppression video,Fake
0,hillary supporter muslim immigrant shot mall voted last 3 election american citizen video,Fake
1,ahead regional vote merkel conservative neck neck social democrat,True
0,mooch president surprising new poll show michelle stack hillary 2016 presidential bid,Fake
0,america elect hillary,Fake
1,car bomb kill least 22 somalia capital mogadishu police,True
0,say video leftist comedian bill maher destroys muslim clock boy,Fake
0,boiler room oregon standoff,Fake
0,detroit squatting squatter take turn,Fake
1,u n security council meet monday north korea nuclear test,True
1,despite tension u see value new start treaty russia,True
0,sunday wire replay live show air maintenance,Fake
0,witch hunt communist california raid home man behind planned parenthood baby part video,Fake
0,black conservative choice word obama hillary following dallas black life matter cop massacre,Fake
1,venezuela maduro thanks putin support difficult time,True
1,trump tweet london train bombing speculation minister,True
1,turkey issue detention warrant 115 people post coup probe anadolu,True
0,obama lie french reporter,Fake
1,air strike kill seven hezbollah fighter syria source,True
0,author child book get destroyed social medium mocking 11 yr old barron trump reaction beheaded dad image,Fake
0,six reason left turned accepting back bruce jenner came tv interview,Fake
0,breaking news facebook killer dead detail video,Fake
0,wow even cnn reporting mueller new russian investigation hire made major contribution hillary,Fake
1,thai former pm yingluck get five year jail term negligence,True
1,pakistan ousted pm sharif back full force party chief,True
1,four moldovans killed ivory coast plane crash security minister,True
1,henningsen white house press dinner fourth estate nonexistent america,True
1,least 30 burundian refugee die clash congolese security force,True
1,brazilian police target gang shipping cocaine europe,True
1,germany merkel ahead spd rival tv debate poll,True
0,mockingbird redux cnn role peddling fake nothing burger russia gate news revealed,Fake
1,nato stoltenberg say north korea reckless behavior requires global response,True
0,breaking video black supremacy terror group planning something big 9 11 black life matter movement enough unavoidable go open season white cracker,Fake
1,north korea defiant u n sanction trump say tougher step needed,True
0,eric bolling accuser serial sexual harassment accuser,Fake
0,h football team stage die show support kaepernick disrespect flag movement american soldier dying freedom flag represents,Fake
0,kellyanne conway tell hater reason look haggard slam fake pro woman nancy pelosi video,Fake
0,bottom feeder paint tear new orleans joan arc statue,Fake
0,isi celebratory parade w anbar province iraq pathetic obama regime asks network stop using b loop isi footage,Fake
1,100 college hold separate graduation ceremony gay part cultural celebration,True
1,german green want anti austerity eurogroup head,True
1,rescue effort end indian building collapse 34 dead,True
1,hamas leader cairo discus gaza blockade,True
1,russia jail crimean dissident speaking moscow rule,True
1,german election macron set vision europe,True
0,town parade canceled violent antifa radical threatened destroy attack,Fake
0,rwandan leader would rival rwigara mother denied bail,Fake
0,hour death supreme court justice scalia,Fake
0,double standard white mlb player suspended criticizing blacklivesmatter nfl ignores black player instagram post cop neck slit,Fake
1,poland ruling party tightens grip big state firm,True
0,blacklivesmatter,Fake
1,jetblue offer 99 flight florida ahead hurricane irma,True
1,boiler room 108 win fight boiler room v hitler v dracula,True
0,stuck stupid america starting ww3,Fake
0,black student activist jailed tweeting fake racist threat,Fake
0,choking lie hillary clinton coughing fit speech alma mater video,Fake
1,poland pm szydlo reshuffle cabinet soon,True
0,mother 12 go rant target store mother get child store viral video,Fake
1,venezuela opposition say ballot sheet unfair oct 15 vote,True
1,trump sad day north korea u take military action,True
1,uk pm may tell business chief two year brexit transition assured source,True
0,going secret service,Fake
1,singapore name first woman president raising eyebrow election process,True
1,eu agrees extend blacklist russian ukraine turmoil,True
0,boiler room ep 122 charlottesville history violent cultural revolution,Fake
0,irma evacuee find full hotel warm welcome georgia,Fake
0,leading n carolina newspaper girl need attempt overcoming discomfort sight male genitalia locker room,Fake
0,florida doctor fire running tv ad offering medical treatment men plan vote hillary video,Fake
0,want save america hillary share video everyone know,Fake
1,mood sour ethnically split cyprus aid convoy spat,True
0,yale remove name democrat white supremacist,Fake
1,kenya president snub vote crisis meeting press campaign,True
0,obama punishing fiat chrysler 2000 u job,Fake
0,behind curtain obama plan prevent certain social security beneficiary owning gun,Fake
0,meet nasty woman responsible promoting hate intolerance nazi themed trump billboard video,Fake
1,iran halt flight iraqi kurdistan request baghdad agency,True
0,hollywood libs create insane propaganda video obama warning iran bomb u nuke congress block obama deal like really dark unpleasant death toast,Fake
1,boiler room ep 126 immigration consternation,True
0,oops bernie sander wife fbi investigation bank fraud,Fake
1,moscow riyadh work together unite syria opposition saudi minister,True
0,leftist protestor cut electricity trump rally trump epic response prof left defeat,Fake
0,life mattered american furious new orleans join left effort erase history,Fake
0,muslim athlete given hero welcome arrested sexual abuse 12 yr old girl senator schumer helped get around u visa denial,Fake
0,watch tv news crew go undercover homeless taking credit card panhandler living high rent neighborhood,Fake
1,india china need avoid border dispute india foreign secretary,True
1,anti uber protest disrupt major chilean airport one dead,True
0,radical unhinged teacher finally arrested charged california video,Fake
0,iran president defends guard show unity anticipating trump,Fake
0,handle thanksgiving 2016 election video,Fake
1,preparing invade u deploys additional 2500 soldier syria iraq,True
0,video top 10 embarrassing presidential family member,Fake
0,college grad get job list ridiculous course america elite expensive college,Fake
0,cnn panic assad success,Fake
0,immigrant soviet union want know american support bernie sander,Fake
0,business owner learns painful lesson distribution earnings workplace work,Fake
1,china say north korean situation serious day,True
0,breaking charity failed reveal 1100 donor clinton foundation,Fake
1,teenager stand trial march london bomb attack,True
0,trump threatens sue illegal immigrant activist fav obama celebrity chef pulling restaurant deal new dc hotel,Fake
0,breaking bombshell weiner cooperating fbi need warrant good news crooked hillary video,Fake
1,canada impose sanction venezuela maduro top official,True
0,female rock legend call today trashy pop star sex worker right video,Fake
1,ican leader delighted nobel peace prize nobel committee,True
0,dear america stop supporting terrorist syria,Fake
1,uk pm may make brexit speech italy sept 22 spokesman,True
1,egypt defends human right position criticism ohchr,True
1,report mh370 find initially similar route pilot flight simulator,True
0,traitor gop senator lindsey graham trash threatens president trump tell voter back amnesty push,Fake
1,palestinian cabinet convenes gaza move reconcile hamas,True
1,u backed militia capture last raqqa area hour spokesman,True
1,angola samakuva step unita opposition party leader,True
0,architect mass voter fraud hollywood producer tell stunning story obama stole election 2008,Fake
0,mark levin destroys joe scarborough defends trump epic rant video,Fake
0,gop establishment responsible pro amnesty spanish version nikki haley gop response obama sotu video,Fake
0,u admits targeting al nusra,Fake
0,boiler room ep 83 nice,Fake
0,epic news conference milwaukee riot democrat want see stop trying fix police fix ghetto,Fake
0,disgusting deeply entrenched,Fake
1,britain hopeful good news northern ireland crisis minister,True
0,hawaiian restaurant get hammered negative review banning trump supporter cannot eat,Fake
0,breaking starbucks ceo step pledge hire 10000 refugee backfire,Fake
1,london police give clear lift cordon financial district,True
0,breaking dr ben carson exit presidential race,Fake
0,christian high school told state longer allowed pray game,Fake
0,digital tyranny google make kind site harder find,Fake
1,britain seek smooth brexit path nuclear power,True
1,libyan side call boris johnson body remark unacceptable,True
0,ron paul support trump gop pick neocon love hillary,Fake
1,macron cast touch say aloof,True
0,black espn sport announcer go divisive leftist narrative saying black life matter killed somebody black,Fake
0,former u attorney fbi comey considered dirty cop video,Fake
1,britain want brexit accord prepared deal davis,True
0,boiler room oregon standoff,Fake
1,south sudan rebel group clash least three dead,True
0,veteran get health care mn somali muslim got u taxpayer dollar college used jihad,Fake
0,tough message serious woman use genitalia reason vote next president feel safe video,Fake
0,busted medium caught red handed trying demoralize trump supporter phony poll,Fake
0,american free slavery democrat party wait late peasant revolting,Fake
0,u admits targeting al nusra,Fake
0,florida death sweltering nursing home show post disaster peril,Fake
0,watch highly anticipated clinton cash movie free thanks breitbart,Fake
0,wow disturbing reason 3 airport screen employee every day work video,Fake
1,hurricane irma pose toughest test u nuclear industry since fukushima,True
1,palestinian president abbas say peace closer trump engaged,True
0,st paul,Fake
1,blunt instrument list banned article say china censor,True
1,u virgin island seaport closed ahead irma port authority,True
0,firsthand account front line marxist radical attack free speech chicago,Fake
0,trump supporter assaulted outside rally san jose medium silent video,Fake
1,ghana gas depot blast kill least six fire service,True
0,wow soon former gop congressman jason chaffetz surprising new job,Fake
1,gunman kill two attack university convoy kenya,True
1,eu lawmaker give tentative nod brexit clearing law could clobber britain,True
1,lebanon arrest former mayor border town near syria security source,True
1,greek police arrest syrian suspected terrorism overseas,True
1,denmark set become next european country ban burqa,True
0,hannity interview julian assange wikileaks source russian government,Fake
1,slovenian government face test pre election investment referendum,True
0,leaked tape expose george soros,Fake
0,whoa mainstream medium officially declared war crooked hillary far away devastating 10 minute hillary clinton ever see video,Fake
0,frankfurt evacuate thousand huge wwii bomb defused,Fake
0,clinton mega charity slush fund clinton took 140 million gave pittance direct aid,Fake
0,julian assange everything said,Fake
1,reuters graphic threat bali angry volcano,True
0,poem twas night cnn christmas,Fake
0,wow refugee exposed cold hard truth medium tell saudi arabia refusing accept national security threat,Fake
0,obama muslim dhs advisor refused videotape fellow muslim investigation want every american gun owner forced,Fake
1,drunk refugee spit bite german nurse force hospital hire security,True
1,israel endorses independent kurdish state,True
1,france macron picked moment put eu proposal germany,True
0,boom kellyanne conway advice able bodied american medicaid worried losing health care get job video,Fake
1,word wisdom view whoopie threatens leave u trump stop picking immigrant,True
1,mass integration race capitalize virtual future,True
1,100000 kurd fled kirkuk since monday kurdish official,True
1,saakashvili plan unite ukraine opposition president,True
0,wow brave veteran confronts ferguson thug stomping u flag brother died flag video,Fake
0,democrat try attack shapiro white privilege shapiro fire back,Fake
1,new zealand held suspense kingmaker weighs coalition option,True
1,british pm attend event local electoral district bbc,True
0,ron paul burn oregon standoff jury nullification hammond family,Fake
1,thousand evacuated vietnam flood landslide kill 46,True
0,video rino strategist karl rove solution gun violence repeal second amendment,Fake
1,u embassy saudi arabia caution citizen unconfirmed report foiled attack jeddah,True
1,rohingya refugee pakistan fear relative myanmar,True
0,trump hater george ramos promotes movie showing illegal alien shot border drunk vigilante blame trump video,Fake
0,planned parenthood give award colorado abortion clinic killing baby previous year,Fake
0,florida mother allows baby bitten snake laugh sick viral video,Fake
0,moderate muslim speak muslim shopkeeper make video wishing customer happy easter muslim man stab death video,Fake
1,indonesia demand answer military chief denied u entry,True
1,hope frustration brexit talk resume may speech,True
0,millennial drop awesome truth bomb generation idolize people like kim kardashian shame people like tim tebow video,Fake
0,liberal culture rot u maryland teach student f college video,Fake
0,tucker carlson embarrasses liberal professor said wanted vomit passenger gave 1st class seat u soldier video,Fake
0,seth rich murder chilling similarity clinton body count victim,Fake
0,neocon file kagans back war follow,Fake
0,wow texas man pay awesome billboard slamming abc fake russia trump news coverage,Fake
0,wow jill stein fireside chat expose delusion recount video,Fake
1,china india development opportunity threat xi tell modi,True
0,hello united air line delta paid woman 11k fly last weekend video,Fake
1,putin iraqi kurdistan say moscow handle situation care,True
0,detroit police forced call bomb squad protect trump hillary supporter offended speech bringing job back black,Fake
1,vietnam court sentence death petrovietnam ex chairman mass trial,True
0,muslim migrant woman caught spitting angry german swarming around bus asylum center video,Fake
0,diversity gone wild u government plan replace alexander hamilton 10 bill woman,Fake
1,eu ask britain look solution ireland border guardian,True
1,exclusive west edge towards punishing myanmar army leader rohingya crisis source,True
0,video law hillary campaign van caught going 92 65 mph zone,Fake
0,college remove burn american flag protest trump election video,Fake
0,cloaked conspiracy overview jfk file reopens door coup tat claim cold war era false flag terror,Fake
0,arrogant obama admits learned nothing president,Fake
1,qatar suggests gulf crisis hurt fight islamic state cnbc,True
1,florida station face fuel shortage delay ahead irma,True
